"date","stars","text","source","code"
"2015-12-08","5","Ich besitze seit Dezember 2014 mit meinem Arbeitskollegen ein gemeinsames Girokonto bei der Comdirect Bank. Das Eröffnen des Kontos erfolgte, wie mittlerweile üblich, per Online-Antrag und Postident-Verfahren und alles ging schnell und unkompliziert.Besonders positiv finde ich, dass zu dem Girokonto zwei EC-Karten sowie Kreditkarten (VISA) gehören. Bei den komplett kostenfreien Kreditkarten fallen bei der Abhebung an Geldautomaten mit VISA-Symbol keine Gebühren kann, was uns bei Auslandsaufenthalten schon mehrfach zugutegekommen ist. Das Girokonto selbst ist ebenfalls völlig kostenfrei und zwar unabhängig von einem monatlichen Mindesteingang. Auch die Beantragung eines Dispositionskredites war völlig unkompliziert.Den Online-Auftritt der Comdirect finde ich übersichtlich und ansprechend gestaltet. Die Informationen sind sehr gut aufbereitet und man kann sogar eine iPhone-App nutzen. Persönlich benutze ich das Online Banking hauptsächlich für die Zahlungen in Deutschland, da ich bereits ein österreichisches Bankkonto besitze.Ich bin bislang sehr zufrieden und würde es jederzeit weiterempfehlen.","kritische-anleger.de","comdirect"
"2015-12-02","5","Ich bin seit einigen Jahren (Juni 2010) bei der Comdirect und zwar mit einem Festgeldkonto. Die Kontoeröffnung ging reibungslos und schnell vonstatten. Das Onlinebanking ist übersichtlich und einfach in der Handhabung. Zudem lief das System bisher immer recht stabil. Den Kundenservice habe ich bisher zweimal angerufen. Man konnte mir dabei jeweils sofort weiterhelfen. Ich kann die Bank daher empfehlen.","kritische-anleger.de","comdirect"
"2015-07-15","5","Ich bin seit mehr als 7 Jahren Kunde bei der Comdirect. Mittlerweile habe ich neben dem Girokonto auch noch ein Tagesgeldkonto und ein Aktien-Depot bei der Bank.Die Eröffnung des Girokontos war damals schon sehr einfach und ging via Postident. Mittlerweile gibt es auch die Möglichkeit, das Konto über Videoident zu eröffnen. Die Comdirect bietet Neukunden in der Regel hohe Prämien zwischen 50 € und 100 € an, was ich persönlich als großzügig empfinde.Das Girokonto habe ich jetzt schon so lange, da es bedingungslos kostenfrei ist. Sehr gut gefällt mir an dem Konto auch die Benutzeroberfläche des Onlinebankings. Diese ist wirklich sehr übersichtlich und schön gemacht.Mit dem Service hatte ich auch schon viele Male Kontakt und es verlief immer alles ausgesprochen angenehm und freundlich. Die Bank hat mich sogar einmal angeschrieben und vor einem Virus, der auf meinem Computer entdeckt wurde, gewarnt.Ich kann die Comdirect also absolut weiterempfehlen.","kritische-anleger.de","comdirect"
"2015-07-14","3","Mein Girokonto inkl. Kreditkarte hatte ich am 1. Dezember 2013 bei der comdirect eröffnet. Der Vorgang war unproblematisch und die Zusendung der notwendigen Kontounterlagen dauerte nur wenige Tage. Die versprochene Prämie erhielt ich aber erst, nachdem die Frist abgelaufen war.Kundenservice und OnlinebankingTelefonischen und E-Mail-Kontakt zum Service der Bank hatte ich, als ich fehlerhafte Aussagen der Mitarbeiter bekam, die meinen Kontostand (Saldo) und dessen Rutschen ins Minus betrafen. Die Bank kam mir dabei nicht entgegen, obwohl es ihr verschuldeter Fehler war. Die Mitarbeiter kamen mir mittelmäßig freundlich vor. Lange warten musste ich am Telefon aber nicht, weil es zügig ging und auf meine E-Mails bekam ich nach 2 Tagen eine Antwort.Obwohl ich das Konto meinerseits ausgeglichen hatte, bekam ich nach der Tilgung aller Verbindlichkeiten einen freundlichen Brief, dass man die Kreditkarte angesichts meines Kontoverhaltens kündigen möchte.Mangelhaft finde ich auch, dass der Kontostand oft nicht korrekt aktualisiert war. Ansonsten ist der Online-Auftritt für meinen Geschmack relativer Standard. Wenn ich mich lange nicht eingeloggt habe, bleibt mir nichts in Erinnerung, das daran besonders ist.Zusammenfassend bringen die guten und weniger guten Anteile meiner Erfahrung eine neutrale Bewertung zutage.","kritische-anleger.de","comdirect"
"2015-07-14","5","Seit etwa 1,5 Jahren bin ich Kunde bei der Comdirect und sehr zufrieden. Bezahlen, Einzahlen (in jeder Commerzbank-Filiale) und Abheben (bei allen Cash-Group-Banken) klappte zu jeder Zeit problemlos. Insbesondere die vielen Geldautomaten der Cash-Group in den größeren Städten sind ein großer Vorteil gegenüber den Volksbanken und Sparkassen.Die Hotline war bisher nicht nur unglaublich schnell, sondern seit der Eröffnung auch ausnahmslos hilfreich und freundlich. Auch die beworbene Prämie in Höhe von 50 € habe ich ohne Probleme ausgezahlt bekommen. Die Bedingung hiefür war eine gewisse Anzahl an Transaktionen in einer bestimmten Höhe auf dem Konto.Auch in der bislang einzigen kritischen Situation (während einer längeren Geschäftsreise) reagierte man sehr kulant. Auf der Reise habe ich Einkäufe und Essen mit der Visa-Karte der Comdirect bezahlt. Da diese wöchentlich gebucht wird und das zugehörige Konto recht wenig Guthaben aufwies, lief dieses mehrere hundert Euro ins Minus (geduldete Überziehung, kein Dispo). Da ich aber über mehrere Woche im Ausland war und keinen Internetbanking-Zungang für mein anderes Konto hatte, konnte ich das Girokonto der Comdirect nicht ausgleichen. Nach einem kurzen Anruf bei der Hotline war auch dies geklärt und der Ausgleich des Comdirect-Girokontos auf einen Zeitpunkt nach meiner Rückkehr terminiert.Eine verlorene Visa-Karte hat man mir auch umgehend gesperrt und ersetzt. Der Ersatz kam mir allerdings recht teuer vor. Den genauen Betrag weiß ich aktuell leider nicht mehr.Beim Onlinebanking nutze ich eigentlich nur 3 Funktionen: Umsätze überwachen, Überweisungen tätigen und Kontoauszüge herunterladen. Alle drei sind für mich komfortabel zu erledigen. Bezüglich der Erledigung von Überweisungen unterscheidet sich die Webseite wenig bis gar nicht von denen anderer Banken. Was mir sehr gut gefällt, ist die Comdirect-App für das iPhone, in der ich meine Umsätze und Abbuchungen regelmäßig überwachen kann. Besonders praktisch ist die Authentifizierung mittels TouchID (Fingerabdruck-Sensor), nach der die Umsätze schön übersichtlich und optisch ansprechend angezeigt werden. Darüber hinaus kann man mit der App auch Transaktionen vornehmen. Dafür und für das Speichern der Kontoauszüge nutze ich jedoch aus Bequemlichkeit (große Tastatur usw.) die Webseite am PC/iPad.Fazit: Das Konto der Comdirect ist übersichtlich, bequem, schnell und kostenfrei. Ich bin sehr zufrieden.","kritische-anleger.de","comdirect"
"2015-07-13","5","Im Jahr 2008 habe ich mich dazu entschlossen, ein Tagesgeldkonto bei der Comdirect zu eröffnen. Die Bank war damals in Bezug auf den Zinssatz einer der Spitzenreiter. Die Online-Beantragung des Kontos verlief problemlos und wenige Tage später hatte ich auch schon die Unterlagen im Briefkasten. Nach Bestätigung meiner Identität über das Postident-Verfahren wurde mein Konto nach ein paar Tagen freigeschaltet.Der Login auf der Webseite ist einfach und die Inhalte erscheinen mir sehr übersichtlich dargestellt. Leider gibt es bis jetzt nur eine TAN-Liste. Zumindest bei mir wurde noch nicht auf ein moderneres Verfahren umgestellt.Im Laufe der Jahre habe ich zweimal den Support kontaktiert. Die Hotline-Mitarbeiter wirkten auf mich durchaus kompetent und nett. Zudem gab es, soweit ich mich erinnern kann, keine längeren Wartezeiten. Meine Fragen wurden recht schnell beantwortet.Mittlerweile ist der Zinssatz für das Tagesgeld so niedrig, dass ich dort erst einmal kein Geld mehr anlegen werde. Fazit: Eine gute Bank mit mittlerweile leider schlechtem Zinssatz fürs Tagesgeld.","kritische-anleger.de","comdirect"
"2015-07-10","5","Ich habe im Januar 2015 ein Giro- sowie ein Tagesgeldkonto bei der Comdirect eröffnet. Die Verifizierung meiner persönlichen Daten erfolgte schnell und unkompliziert per Videoident-Verfahren über meine Webcam. Danach dauerte es ca. eine Woche, bis die Zugangsdaten und Vertragsunterlagen bei mir ankamen. Das Login in den persönlichen Banking-Bereich war ab diesem Zeitpunkt bereits möglich. Ich wurde jeweils auf dem Laufenden gehalten, wann mit dem Versand der Giro- und der Kreditkarte zu rechnen ist.Das Onlinebanking ist sehr gut strukturiert, jedoch ein wenig durch sehr viele Anzeigepunkte überladen. Die App (in meinem Fall für iOS auf iPad und iPhone) ist hier um einiges übersichtlicher. Was sehr positiv hervorzuheben ist, ist das PhotoTan-Verfahren. Bei einer Aktion im Kontobild muss ein Farbcode mit der App oder einem Lesegerät (Kostenpunkt: 15 EUR) fotografiert werden. Danach wird eine einmalige TAN für die Transaktion erzeugt.Den einzigen Kontakt mit dem Service der Bank hatte ich im Rahmen der Eröffnung, bei der eine Mitarbeiterin meine persönlichen Daten überprüfte. Das lief völlig problemlos.Mit der Comdirect Visa-Karte habe ich bereits in verschiedenen inner- und außereuropäischen Ländern (u. a. USA, Tschechien, Frankreich) problemlos bezahlt und auch kostenlos Bargeld bezogen. Ich nutze das Girokonto als Zweitkonto, da ich im Ausland kostenlos Bargeld abheben kann und in allen Commerzbank-Filialen Bargeld (v. a. Münzgeld) kostenfrei einzahlen kann. Ich werde das Konto auch in Zukunft weiter nutzen.","kritische-anleger.de","comdirect"
"2015-07-09","1","Im Herbst 2014 stellte ich online einen Antrag auf Eröffnung eines kostenlosen Girokontos mit Visakarte bei der Comdirect. Ich legitimierte mich per Postident-Verfahren und wartete auf die Unterlagen zur Eröffnung, jedoch leider zunächst umsonst. Erst nach gut drei Wochen erhielt ich zu meiner großen Überraschung die schriftliche Mitteilung der Bank, dass meine Unterschrift nicht der auf dem Personalausweis entsprechen würde.Ein erneutes Postident konnte ich vor meinem Urlaub noch rechtzeitig erledigen, jedoch erreichten mich die Unterlagen und die Visa-Karte erst zwei Wochen nach meiner Abreise in den Urlaub. Die Visa-Karte war eigentlich für den Urlaub bzw. nach der Heimkehr im Februar gedacht.Deshalb war es mir auch nicht möglich, vom Ausland aus die Mindesteinzahlungen für den Bonus rechtzeitig zu überweisen, aber das Konto war einfach und angenehm zu handhaben und so behielt ich es, um die Visa-Karte im nächsten Urlaub nutzen zu können.Leider kam es anders bzw. bekam ich einen Vollstreckungsbescheid des Hauptzollamts im Juni diesen Jahres (ohne vorherige Mahnung) für die Steuer meines Motorrads in Höhe von 18 EUR, die ich wegen Umzugs nicht bezahlen konnte. Daraufhin kündigte mir die Comdirect das Konto und die Karte, da sich meine wirtschaftliche Gesamtsituation erheblich verschlechtert hätte. Da ich einen zusätzlichen Schufa-Eintrag befürchtete, kündigte ich das Konto schriftlich zum nächstmöglichen Termin. Die Bank akzeptierte und mein Konto wurde sofort vollständig gelöscht.Der telefonische Support, den ich wegen der Kündigung meines Kontos in Anspruch nahm, war nach ca. 5 Minuten Warteschleife und der Eingabe der Kundennummer zwar freundlich, konnte mir aber bei meinem Problem nicht helfen, da eine andere Abteilung für die Kündigung zuständig sei.Im Nachhinein betrachtet bin ich sehr froh, dass ich diese Erfahrung jetzt machen konnte und nicht während des nächsten längeren Auslandsaufenthaltes. Empfehlen kann ich die Bank jedenfalls aus meiner Sicht kaum. Einzig positiv: Die Online-Kontoführung ist klar strukturiert und einfach in der Handhabung.","kritische-anleger.de","comdirect"
"2015-07-06","5","Ich habe im Jahr 2013 aufgrund einer Empfehlung eines Bekannten ein Girokonto bei der Comdirect eröffnet. Dieses nutze ich bis heute als Gehaltskonto. Ein positiver Nebeneffekt meiner Kontoeröffnung war, dass ich nach fünf Transaktionen in Höhe von 25 EUR eine Aktivitätsprämie von 50 EUR auf dasselbe Konto überwiesen bekam.Es gibt eine Menge Tools beim Girokonto, die ich als sinnvoll bezeichnen würde. So wird z. B. ein Kontowechselservice angeboten und es gibt ein Kuchendiagramm, welches die monatlichen Ausgaben nach Art (Wohnung, Freizeit, Sonstiges usw.) strukturiert.Ich wurde bisher erst einmal von Mitarbeitern der Comdirect telefonisch kontaktiert und nach meiner Zufriedenheit mit der Bank befragt, was ich nicht als störend empfand. Mittlerweile habe ich das Konto auch meinem Freund empfohlen, der eine Alternative zu seinem bisherigen Gehaltskonto gesucht hatte. Abschließend kann ich sagen, dass mir keine negativen Punkte beim Girokonto der Comdirect aufgefallen sind und ich dieses guten Gewissens weiterempfehlen kann.","kritische-anleger.de","comdirect"
"2015-06-27","5","Ich und mein Partner eröffneten vor wenigen Wochen ein Partnerkonto bei der Comdirect, um für unsere Urlaube und Städtetrips zu sparen und auch vor Ort hiervon Geld abheben zu können. Das Postident-Verfahren konnten wir gemeinsam in einem Rutsch abwickeln und mussten nicht doppelt den bürokratischen Aufwand bewältigen. Das Ganze wurde uns nach 4 Tagen mit wenigen Briefen erfolgreich quittiert und wir konnten unser Konto vollumfänglich nutzen. Jeder erhielt zudem eine Giro- und eine Kreditkarte.Wir richteten zuerst jeder einen Dauerauftrag auf das Konto ein, um für den ersten Urlaub genügend liquide zu sein und unnötige Telefonüberweisungen unserer Hausbanken zu vermeiden. Zudem besitzen wir einen kleinen Dispokredit, um für etwaige Notfälle gewappnet zu sein. Dafür kontaktierten wir den Kundenservice, der alles in relativ kurzer Zeit in die Wege leitete. Wir hätten es bestimmt auch über die Menüführung geschafft, jedoch trifft man am Anfang auf unzählige Untermenüs, die unserem Empfinden nach zum Teil nicht benutzerfreundlich angelegt sind.Um auch im Ausland bezüglich der Finanzen up to date zu sein, holten mein Partner und ich uns noch die kostenlose App fürs iPhone. Sie läuft flüssig und ist um Längen einfacher gehalten als die Internetpräsenz. Wir wickeln seit Kurzem alle Geschäfte über die App ab und haben damit nur positive Erfahrungen gemacht. Wir möchten hier auch noch positiv hervorheben, dass die Comdirect zur Cash Group gehört und man so an fast jedem Geldautomat anderer Banken (ja sogar an teilnehmenden Tankstellen) gebührenfrei Geld abheben kann. Auch das Abheben von Bargeld im Ausland ist dank der Visa-Karte recht unkompliziert.Unser Fazit fällt bisher rundum positiv aus. Wir würden die Comdirect (zumindest bezüglich eines reinen Giro- bzw. Partnerkontos) durchaus empfehlen. Auch mit dem Kundenservice sind wir bisher zufrieden.","kritische-anleger.de","comdirect"
"2015-06-22","5","Ich habe 2014aufgrund der Höhe der Zinsen ein Tagesgeldkonto bei der Comdirect eröffnet.Positiv war für mich die problemlose und sehr schnelle Eröffnung.Der Onlinezugang und das Onlinebanking erklären sich von selbst und sind meiner Meinung nach übersichtlich. Man kann online auch den Freistellungsauftrag einrichten und die Jahressteuerbescheinigung beantragen. Es gibt auch einen Finanzplaner, der die Ausgaben und Einnahmen in Kategorien aufteilt. Diesen finde ich allerdings nicht so wichtig. Was ich außerdem als positiv empfinde ist, dass man ohne TAN vom Tagesgeldkonto auf das eigene Girokonto bei der Comdirect Geld übertragen kann. Bei Fragen zum Konto wurde ich bisher sehr freundlich beraten. Nach einem Jahr habe ich nun mein Einzelkonto gekündigt, führe aber weiterhin ein Gemeinschaftskonto mit meinem Mann. Die Kündigung meines Einzelkontos ging ohne Probleme über die Bühne. Ich musste nur eine kurze Mitteilung per Kontaktformular senden. Ich bin mit dieser Bank wirklich zufrieden.","kritische-anleger.de","comdirect"
"2015-06-21","5","Ich besitze seit 2011 mit meiner Lebensgefährtin ein gemeinsames Girokonto bei der Comdirect Bank. Das Eröffnen des Kontos erfolgt, wie mittlerweile üblich, per Online-Antrag und Postident-Verfahren.Besonders positiv finde ich, dass zu dem Girokonto zwei EC-Karten sowie Kreditkarten (VISA) gehören. Bei den komplett kostenfreien Kreditkarten fallen bei der Abhebung an Geldautomaten mit VISA-Symbol keine Gebühren kann, was uns bei Auslandsaufenthalten schon mehrfach zugutegekommen ist. Das Girokonto selbst ist ebenfalls kostenfrei und zwar unabhängig von einem monatlichen Mindesteingang. Auch die Beantragung eines Dispositionskredites war völlig unkompliziert.Den Online-Auftritt der Comdirect finde ich übersichtlich und ansprechend gestaltet. Mit dem Service habe ich noch keine Erfahrungen gemacht, sodass ich mich dazu nicht äußern kann. Ich bin bislang sehr zufrieden mit unserem Girokonto und würde es jederzeit weiter empfehlen.","kritische-anleger.de","comdirect"
"2015-06-15","5","Ich habe seit 7 Jahren ein Giro- und ein Tagesgeldkonto bei der Comdirect Bank. Die Eröffnung verlief reibungslos und nach etwa einer Woche konnte ich sowohl das Giro- als auch das Tagesgeldkonto in vollem Umfang nutzen. Die Menüführung im Persönlichen Bereich ist insgesamt selbsterklärend. Alles ist sinnvoll strukturiert und man kommt mit wenigen Klicks zu seinem Ziel, egal ob bei Anhebung des Dispokredits oder bei Änderung der PIN.Den Kundendiest habe ich bisher dreimal in Anspruch genommen. Telefonisch musste ich nie länger als 2 Minuten in der Warteschleife warten, egal zu welcher Uhrzeit. Mir wurde freundlich und für meine Begriffe kompetent geholfen. Hervorzuheben ist, dass der Kundendienst rund um die Uhr erreichbar ist. Das hat mir besonders während meines Auslandsaufenthaltes in den USA geholfen.Das Onlinebanking läuft bei mir ohne Probleme und ist im Grunde kongruent zur Internetpräsenz aufgebaut. Die App läuft beständig und ist bei mir noch nie abgestürzt. Man kann sogar mehrere Konten auf einmal verwalten. So habe ich auch sofortigen Überblick auf das zusammen genutzte Partnerkonto und kann direkt Überweisungen ausführen. Die Buchung dauerte immer nur wenige Minuten. Ein absolutes Plus!Negativ anzuführen sind die aktuellen Tagesgeldzinsen von 0,25 %. Auch die Angebote zum Festgeld sind für mich keine Alternativen zu den Angeboten anderer Direktbanken. Es fallen zwar keine Kontoführungsgebühren an, allerdings sollte man sich alle Konditionen genau anschauen, denn es fallen z. B. extra Gebühren für den Telefon-Überweisungsservice an. Abschließend ein rundum positives Fazit für die Comdirect mit sehr wenigen kleinen Schwächen. Ich nutze das Girokonto als Gehaltskonto und das Tagesgeldkonto habe ich mittlerweile aufgrund der Zinsen stillgelegt.","kritische-anleger.de","comdirect"
"2015-05-17","1","Ich war 5 Jahre lang Giro- und Tagesgeldkonto-Kunde bei der Comdirect und habe mich nun für eine andere Bank entschieden, da es mittlerweile einfach bessere Angebot gibt. Gründe hierfür sind unter anderem der schlechte Service, die meiner Meinung nach unfreundlichen Mitarbeiter, unzählige Werbung, die veraltete Webseite und auch versteckte Extrakosten, wie z. B. für Überweisungen per Telefon oder bei der Bestellung von Traveller Cheques. Positiv ist immerhin zu erwähnen ist, dass man online die PIN ändern kann, die Konten kostenlos sind und die Hotline 24 Stunden erreichbar ist. Manchmal musste ich jedoch bis zu 30 Minuten in der Warteschleife warten. Gut war auch, dass die Kontoeröffnung einfach und schnell verlief.","kritische-anleger.de","comdirect"
"2014-12-30","3","Ich hatte etwa 2 Jahre, und zwar bis einschließlich Dezember 2014, ein Konto bei der Comdirect. Die Eröffnung habe ich als unkompliziert und dem Standard entsprechend empfunden. Alle Karten (Visa & Girokonto) und PINs kamen pünktlich bei mir an und auch die Bonusauszahlung fand nach Erfüllung der Bedingungen anstandslos statt.Ursprünglich hatte ich das Comdirect-Konto wegen des Bonus (100 EUR) und der Möglichkeit, im Ausland kostenlos Geld abzuheben, eröffnet. Mit der kostenlosen Abhebung war ich immer sehr zufrieden, da sie bisher überall in Europa anstandslos funktionierte. Im Inland gilt dies allerdings leider nicht. Wenn man mit der Visa-Karte Geld abhebt, betragen die Gebühren ca. 3 EUR! Natürlich kann man per Girokarte bei der Commerzbank Bargeld abheben, doch leider gibt es nur wenige Filialen.Das Onlinebanking empfinde ich als übersichtlich aufgebaut. Eine Suchfunktion für einzelne Buchungen, z. B. nach Empfängername, wäre allerdings praktisch. Gut finde ich, dass für Rückbuchungen von der Kreditkarte aufs Konto keine TAN benötigt wird.Positiv kann ich auch noch erwähnen, dass ich auf Anfrage (bei aktiver Kontonutzung) einmal kostenlos eine Ersatz-PIN bekam, da ich meine alte PIN vergessen hatte. Ich hatte die Bank hierzu per E-Mail kontaktiert und innerhalb von höchstens 3 Tagen eine Antwort erhalten.Leider setzt die Comdirect jedoch sehr stark auf Neukundenprämien und weniger auf attraktive Zinsen für aktive Kunden. Daher bin ich letztlich wegen der insgesamt attraktiveren Konditionen zu einer anderen Bank gewechselt. Eigentlich finde ich solches ""Kontohopping"" recht nervig. Daher wäre ich froh, wenn die Comdirect statt Prämien, u. a. sogar für Kündigungen, attraktivere Tagesgeldzinsen bieten würde.","kritische-anleger.de","comdirect"
"2014-12-28","5","Mein Tagesgeld PLUS-Konto habe ich am 08.07.2010 eröffnet. Der Antrag wurde über die Homepage ausgefüllt und anschließend wurden meine Angaben mittels Postident-Verfahren verifiziert. Innerhalb einer Woche erhielt ich ein Begrüßungspaket. Dieses enthielt alle Informationen bis auf die PIN, die mir separat zugestellt wurde.Die Homepage des Onlinebankings ist insgesamt selbsterklärend und recht übersichtlich gestaltet. Überweisungen werden meist innerhalb eines Tages ausgeführt. 2010 wurde noch mit iTAN-Verfahren gearbeitet, jedoch werden mittlerweile auch das photoTAN- und das mTAN-Verfahren angeboten. Der Versand der Jahressteuerbescheinigung erfolgte bisher immer in den ersten Tagen des Jahres, was sehr löblich ist.Den Kundenservice musste ich zum Glück noch nicht nutzen, da eigentlich alles recht einfach über das Onlinebanking erledigt werden kann. Ich kann das Tagesgeldkonto der Comdirect daher eigentlich weiterempfehlen, aber zurzeit sind die Zinsen leider extrem niedrig, sodass es für reine Anleger sicherlich bessere Angebote gibt. Für Kunden, die bereits bei der Comdirect über ein Girokonto verfügen, ist es denke ich aber dennoch eine Alternative, um beide Konten bei der selben Bank zu haben.","kritische-anleger.de","comdirect"
"2014-12-20","5","Ich habe Anfang November 2014 ein Girokonto und gleichzeitig ein Tagesgeld PLUS-Konto bei Comdirect eröffnet. Die sensationelle Eröffnungsprämie von bis zu 150 EUR (sofern das Konto regelmäßig genutzt wird) bewog mich dazu, meine Finanzen dieser Bank anzuvertrauen. Nach dem Postident-Verfahren erhielt ich nach einigen Tagen Wartezeit erst einmal eine Flut an Briefen. Insgesamt habe ich bestimmt fünf oder sechs Briefe erhalten, die Kontonummer, Passwörter u. Ä. enthielten. Das ist in Bezug auf die Sicherheit sicherlich positiv zu bewerten, allerdings auch etwas nervig. Nach etwa zehn Tagen hatte ich alle Unterlagen beisammen, sodass ein Login erfolgen konnte - für meinen Geschmack etwas zu lang.Der Login und die Passwortänderung verlief problemlos und auch sonst funktioniert das Onlinebanking einwandfrei - genauso wie das mTAN-Verfahren. Das Design der Webseite ist übersichtlich, sodass ich mich von Anfang an gut zurechtgefunden habe. Allerdings gibt es aus meiner Sicht etwas zu viele Reiter im Menüfeld, die ich teilweise nicht benutze, wie z. B. ""Order"" und ""Musterdepot"" (für Aktienhandel u. Ä.) oder den ""Finanzmanager"", wo man seine Ausgaben und Einnahmen planen kann. Dort werden die verschiedenen Umsätze automatisch Kategorien zugeordnet wie z. B. ""Lebensmittel/Getränke"" oder ""Kleidung/Schuhe"". Ob das datenschutzrechtlich in Ordnung ist, müsste man einmal genauer hinterfragen. Positiv ist der Reiter ""Konto"", wo man sich übersichtlich durch Überweisungen klicken und problemlos alle relevanten Daten aufrufen kann.","kritische-anleger.de","comdirect"
"2014-12-11","5","Seit nunmehr 8 Jahren habe ich ein Girokonto und ein Wertpapier-Depot bei der comdirect. Die Eröffnung ging bei mir schnell und einfach über das übliche Postident-Verfahren. In weniger als einer Woche konnte ich bereits über das Konto verfügen und Einzahlungen vornehmen.Der Kontakt zu allen Fragen verlief bei mir immer reibungslos per Telefon oder Kontaktformular. Die Mitarbeiter empfand ich persönlich stets freundlich und hilfsbereit.Das Onlinebanking verlief meiner Erfahrung nach immer einfach und ohne Probleme. Die App für den mobilen Zugang funktioniert bei mir ebenfalls. Ich halte sie in meinen Augen für eine sinnvolle Ergänzung.Ich hatte noch nie Probleme. Weder bei der Einrichtung eines Dispo-Rahmens noch bei der kurzfristigen Aufhebung des Kreditkarten-Limits, um eine größere Summe zu bezahlen. Das Gesamtpaket aus günstigen Konditionen, einfacher Handhabung und der Wahrnehmung als solides Unternehmen haben mich persönlich überzeugt. Somit gibt es auf Basis meiner Bewertung durchaus eine Empfehlung für die Bank.","kritische-anleger.de","comdirect"
"2014-12-09","5","Im Februar 2012 haben wir ein Gemeinschaftskonto bei der Comdirect eröffnet. Als Prämie erhielten wir eine Gutschrift über 50 EUR und einen 25 EUR Amazon-Gutschein. Um den Gutschein zu erhalten, mussten wir allerdings zweimal telefonisch bei der Bank nachfragen. Der Kontoantrag war unkompliziert auszufüllen und die Gebühren für das Postident-Verfahren werden von der Bank übernommen. Die Zusendung der notwendigen Unterlagen erfolgte in unserem Falle zeitnah und das Konto konnte anschließend direkt genutzt werden. Etwas unkomfortabel ist die Eingabe des Passwortes und der achtstelligen Zugangsnummer, da diese nicht eigenständig gewählt werden können.Das Menü im Onlinebanking ist etwas minimalistisch gestaltet und einige Funktionen lassen sich erst nach einer kurzen Suche finden. Die zusätzliche kostenlose VISA-Karte ist meiner Ansicht nach positiv zu bewerten, vor allem wenn man im Ausland Geld abheben möchte. Vierteljährlich erscheinende Finanzberichte werden in Rechnung gestellt, können aber über die ""Postbox"" im Onlinebanking abgestellt werden. Kontoführungsgebühren fallen auch ohne monatliche Geldeingänge oder Transaktionen nicht an.","kritische-anleger.de","comdirect"
"2014-12-07","5","Mein Konto bei der Comdirect wurde bereits 2006 eröffnet. Ich habe mich aufgrund der Möglichkeit, eine VISA-Karte zu bekommen, dafür entschieden, denn als Studentin ohne Einkommen war dies nicht selbstverständlich. Ich bin seitdem ausgesprochen zufrieden mit dem Service der Comdirect. Alle Anfragen meinerseits, egal ob per E-Mail oder via kostenlosem Telefon-Service, wurden prompt und sehr freundlich beantwortet. Ich kann mich an keinen Fall erinnern, der nicht gelöst werden konnte.Der Online-Auftritt ist meiner Meinung nach benutzerfreundlich und intuitiv. Alles, wie zum Beispiel Daueraufträge, Freistellungsaufträge und die Veränderung der Dispohöhe, kann innerhalb weniger Minuten erledigt werden. Es gibt auch die Möglichkeit, Wertpapiere zu erwerben. Informativ finde ich auch die kostenlosen Online-Seminare zum Wertpapierhandel und ähnliche Themen. Als einziges Manko empfinde ich dagegen die zurzeit sehr niedrigen Tagesgeldzinsen (aktuell nur ca. 0,25 %).Ich kann aufgrund meiner Erfahrungen das Girokonto der Comdirect auf jeden Fall empfehlen.","kritische-anleger.de","comdirect"
"2014-12-06","5","Ich habe Anfang August 2014 online ein Giro- und ein Tagesgeldkonto bei der Comdirect eröffnet. Nach erfolgter Legitimation und Zusendung der Unterlagen erhielt ich innerhalb weniger Tage meine Zugangsdaten per Post. Alles verlief unkompliziert und reibungslos und die Kontoeröffnung empfand ich als sehr einfach und verständlich. Der Geldbetrag, den ich im Rahmen einer Sonderzinsaktion auf dem Tagesgeldkonto anlegte, ist per Lastschrift von meinem bisherigen Girokonto innerhalb der angegebenen Zeit abgebucht worden. Ich finde es positiv, dass man bei Buchungen zwischen dem Giro- und Tagesgeldkonto bei der Comdirect keine mTAN-Nummer anfordern muss. Den monatlich zur Verfügung gestellten Finanzreport finde ich sehr übersichtlich. Da die Kontoeröffnung und die bisherige Nutzung der Konten zu meiner Zufriedenheit lief, war es bisher nicht notwendig, den Kundenservice zu kontaktieren.","kritische-anleger.de","comdirect"
"2014-12-01","5","Ich habe seit etwa zwei Monaten ein Girokonto bei der Comdirect und bin bis jetzt sehr zufrieden. Gleichzeitig wurde auch ein Tagesgeldkonto für mich eröffnet. Dies ist Bedingung, jedoch ist das Tagesgeldkonto kostenlos. Ich nutze es allerdings nicht, da ich bereits über ein besser verzinstes Tagesgeldkonto bei einer anderen Bank verfüge. Die Kontoeröffnung fand während eines Aktionszeitraums statt, bei dem man eine 150 EUR Prämie erhielt. Die Kontoeröffnung verlief recht schnell und etwa 3 Tage nach dem Postident-Verfahren erhielt ich schon die ersten Unterlagen. Insgesamt waren es 3 separate Briefe. Sofort nach Erhalt der Unterlagen konnte ich mich ins Onlinebanking einloggen. Es ist sehr übersichtlich und gut aufgebaut. Mit dem Kundenservice hatte ich noch keinen Kontakt.","kritische-anleger.de","comdirect"
